City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
478,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,67.51,62,81,5.44,broken clouds
479,Acari,PE,-15.4311,-74.6158,71.28,69,100,2.66,overcast clouds
480,Saint Anthony,US,45.0205,-93.218,26.49,82,100,16.11,overcast clouds
481,Sawakin,SD,19.1059,37.3321,82.49,70,3,7.52,clear sky
482,Ampanihy,MG,-24.7,44.75,67.51,86,0,4.12,clear sky
483,San Matias,BO,-16.3667,-58.4,80.53,20,3,4.92,clear sky
484,Salalah,OM,17.0151,54.0924,74.89,76,17,2.39,few clouds
485,Ouesso,CG,1.6136,16.0517,69.6,99,98,2.42,overcast clouds
486,Maningrida,AU,-12.0667,134.2667,89.17,53,97,2.3,overcast clouds
487,Port Macquarie,AU,-31.4333,152.9167,69.89,55,4,12.3,clear sky
488,Kurtamysh,RU,54.9103,64.4319,4.71,92,21,3.71,few clouds
489,Zharkent,KZ,44.1628,80.0,28.98,47,42,2.71,scattered clouds
490,Yeppoon,AU,-23.1333,150.7333,78.58,52,45,12.28,scattered clouds
491,Plotnikovo,RU,55.0247,85.9436,12.54,93,100,5.53,light snow
492,Grand Gaube,MU,-20.0064,57.6608,68.38,64,19,3.0,few clouds
493,Dongsheng,CN,39.8161,109.9776,37.22,94,100,14.29,overcast clouds
494,Annau,TM,37.8876,58.516,53.1,54,40,6.91,scattered clouds
495,Dire Dawa,ET,9.5931,41.8661,66.56,53,7,1.54,clear sky
496,Wewak,PG,-3.5534,143.6268,84.15,72,100,2.24,overcast clouds
497,Brokopondo,SR,4.75,-55.1667,79.65,80,80,9.84,broken clouds
498,Havre-Saint-Pierre,CA,50.2334,-63.5986,26.6,86,100,6.91,overcast clouds
499,Evensk,RU,61.95,159.2333,8.33,92,100,10.47,overcast clouds
500,Ewa Beach,US,21.3156,-158.0072,84.85,62,0,12.66,clear sky
501,Atar,MR,20.5169,-13.0499,74.93,16,0,8.32,clear sky
502,Qiongshan,CN,20.0058,110.3542,75.18,94,20,6.71,few clouds
503,Marawi,PH,7.9986,124.2928,74.52,80,98,2.1,heavy intensity rain
504,Biak,ID,-0.9131,122.8766,78.89,81,98,4.09,overcast clouds
505,Luwuk,ID,-0.9516,122.7875,80.02,80,99,0.74,overcast clouds
506,Kande,TG,9.9578,1.0447,73.9,32,45,2.86,scattered clouds
507,Emirdag,TR,39.0197,31.15,51.21,66,100,8.19,overcast clouds
508,Touros,BR,-5.1989,-35.4608,78.57,73,31,14.29,scattered clouds
509,Yumen,CN,40.2833,97.2,29.73,41,46,13.62,scattered clouds
510,Juneau,US,58.3019,-134.4197,37.22,100,40,0.0,scattered clouds
511,Conceicao Do Araguaia,BR,-8.2578,-49.2647,74.66,89,99,2.66,overcast clouds
512,Malibu,US,34.005,-118.8101,78.3,36,58,5.99,broken clouds
513,Leh,IN,34.1667,77.5833,13.17,58,2,2.95,clear sky
514,Grimshaw,CA,56.1834,-117.6027,15.42,67,20,10.36,few clouds
515,Jingdezhen,CN,29.2947,117.2079,61.61,88,84,3.02,broken clouds
516,Jiaojiang,CN,28.6803,121.4428,64.99,83,22,5.5,few clouds
517,Huarmey,PE,-10.0681,-78.1522,66.56,80,89,10.13,overcast clouds
518,Sept-Iles,CA,50.2001,-66.3821,26.6,82,75,8.05,broken clouds
519,Arman,RU,59.7,150.1667,-5.62,84,72,8.7,broken clouds
520,Daru,PG,-9.0763,143.2092,84.27,75,100,4.18,overcast clouds
521,Aloleng,PH,16.1307,119.7824,81.37,75,95,10.4,overcast clouds
522,Tongling,CN,30.95,117.7833,57.96,90,64,4.7,broken clouds
523,Morondava,MG,-20.2833,44.2833,77.43,61,0,5.08,clear sky
524,Atambua,ID,-9.1061,124.8925,83.14,65,82,0.89,broken clouds
525,Najran,SA,17.4924,44.1277,61.45,34,1,1.16,clear sky
526,Agde,FR,43.3108,3.4758,55.26,94,0,11.5,clear sky
527,Codrington,AU,-38.2667,141.9667,61.41,64,5,11.01,clear sky
528,Songjianghe,CN,42.1859,127.479,33.26,82,25,3.67,scattered clouds
529,Oranjestad,AW,12.524,-70.027,80.55,90,40,14.97,scattered clouds
530,Newport,GB,51.5877,-2.9984,50.83,81,100,18.95,overcast clouds
531,Sulangan,PH,11.1373,123.7228,81.57,80,100,20.15,moderate rain
532,Riyadh,SA,24.6877,46.7219,68.14,25,22,10.27,few clouds
533,Labuhan,ID,-6.8844,112.2051,78.3,78,100,11.18,overcast clouds
534,Cooma,AU,-36.2333,149.1333,59.63,43,6,2.77,clear sky
535,Saint-Joseph,RE,-21.3667,55.6167,68.38,71,13,4.36,few clouds
536,Taksimo,RU,56.3444,114.8794,6.4,95,95,0.67,overcast clouds
537,Scicli,IT,36.7902,14.7014,62.15,86,9,15.32,clear sky
538,Nema,RU,57.5067,50.5011,18.5,81,67,11.1,broken clouds
539,Mount Isa,AU,-20.7333,139.5,83.97,23,20,10.36,few clouds
540,Sao Filipe,CV,14.8961,-24.4956,78.93,73,100,2.42,overcast clouds
541,Jiwani,PK,25.05,61.7417,77.63,74,4,11.01,clear sky
542,Izhma,RU,65.0083,53.9113,17.78,92,100,11.34,light snow
543,Little Current,CA,45.9793,-81.9248,26.42,59,100,3.4,overcast clouds
544,Ariquemes,BR,-9.9133,-63.0408,76.15,87,90,2.01,overcast clouds
545,Klaksvik,FO,62.2266,-6.589,47.32,81,100,34.81,light rain
546,Bar Harbor,US,44.3876,-68.2039,38.01,59,0,8.99,clear sky
547,Camapua,BR,-19.5314,-54.0439,75.52,36,0,6.02,clear sky
548,Alta Floresta,BR,-9.8756,-56.0861,72.91,92,94,2.51,overcast clouds
549,Kingman,US,35.1894,-114.053,59.13,19,0,6.91,clear sky
550,Iquique,CL,-20.2208,-70.1431,66.24,72,57,1.77,broken clouds
551,Ixtapa,MX,20.7,-105.2,78.22,73,0,9.22,clear sky
552,Lienz,AT,46.8289,12.769,47.19,95,99,2.1,overcast clouds
553,Krasnogorsk,RU,55.8225,37.3181,21.54,86,100,13.42,light snow
554,Miri,MY,4.4148,114.0089,75.34,100,40,8.05,scattered clouds
555,Bazarnyye Mataki,RU,54.8833,49.9333,27.36,95,100,18.03,light snow
556,Guder,ET,8.9667,37.7667,53.76,57,40,3.44,scattered clouds
557,Vostok,RU,46.4856,135.8833,24.19,92,100,2.95,snow
558,Kieta,PG,-6.2167,155.6333,84.52,69,98,4.23,overcast clouds
559,Tungi,BD,23.89,90.4058,75.2,78,0,0.0,haze
560,Saratovskaya,RU,44.7103,39.2244,56.79,63,100,23.13,light rain
561,Matara,LK,5.9485,80.5353,74.71,90,76,2.89,broken clouds
562,Mayo,US,38.8876,-76.5119,41.14,60,0,13.8,clear sky
563,Charagua,BO,-19.8,-63.2167,77.25,31,16,2.75,few clouds
564,Garowe,SO,8.4054,48.4845,69.69,72,0,7.4,clear sky
565,Malanje,AO,-9.5402,16.341,61.41,88,51,3.36,broken clouds
566,Yazman,PK,29.1212,71.7446,65.82,34,0,5.97,clear sky
567,Bushehr,IR,28.9684,50.8385,75.29,60,100,9.22,overcast clouds
568,Pimentel,PE,-6.8367,-79.9342,66.49,72,0,23.02,clear sky
569,Aksarayskiy,RU,46.7924,48.0119,41.65,91,52,7.43,broken clouds
570,Dakar,SN,14.6937,-17.4441,79.68,89,0,2.3,clear sky
571,Santa Elena,EC,-2.2333,-80.85,71.15,83,75,8.05,broken clouds
572,Junin,AR,-34.5838,-60.9433,78.89,46,81,15.14,broken clouds
573,Mizdah,LY,31.4451,12.9801,58.17,55,5,7.74,clear sky
574,Asosa,ET,10.0667,34.5333,63.75,52,26,4.56,scattered clouds
575,Qeshm,IR,26.9581,56.2719,73.27,69,100,3.11,overcast clouds
576,Seymchan,RU,62.8833,152.4333,-30.05,96,71,1.7,broken clouds
577,Straumen,NO,63.8709,11.2999,19.4,42,49,4.76,scattered clouds
578,Nishihara,JP,26.1842,127.7558,76.28,97,75,8.05,broken clouds
579,Phonhong,LA,18.5007,102.4166,72.45,91,21,1.39,few clouds
580,Zaranj,AF,30.9667,61.8833,63.0,21,86,7.29,overcast clouds
581,Port Hueneme,US,34.1478,-119.1951,78.66,34,0,16.11,clear sky
582,Kruisfontein,ZA,-34.0033,24.7314,60.89,78,100,2.17,overcast clouds
583,Roseland,US,38.4221,-122.728,68.04,39,40,6.91,scattered clouds
584,Fairbanks,US,64.8378,-147.7164,21.6,87,0,0.0,clear sky
585,Canete,CL,-37.8,-73.4,56.21,96,98,3.36,overcast clouds
586,Mogadishu,SO,2.0371,45.3438,78.71,83,3,10.78,light rain
587,Conway,US,35.0887,-92.4421,46.38,58,0,2.51,clear sky
588,Aasiaat,GL,68.7098,-52.8699,18.7,92,100,4.23,overcast clouds
589,Chamonix-Mont-Blanc,FR,45.9238,6.8693,42.42,99,100,6.26,light rain
590,Bilma,NE,18.6853,12.9164,68.02,21,21,7.02,few clouds
591,Yunyang,CN,33.4474,112.7142,54.59,81,99,6.04,overcast clouds
592,Khanna,IN,30.7044,76.2231,56.8,59,0,4.54,clear sky
593,Tura,IN,25.5198,90.2201,60.17,89,0,4.61,clear sky
594,West Bay,KY,19.3667,-81.4167,82.47,85,20,12.66,few clouds
595,Wellingborough,GB,52.3027,-0.6945,48.27,93,100,19.42,overcast clouds
596,Amahai,ID,-3.3333,128.9167,83.93,71,99,0.58,overcast clouds
597,Roura,GF,4.7263,-52.3274,78.71,83,0,3.44,clear sky
598,Glenwood Springs,US,39.5505,-107.3248,40.01,62,0,9.22,clear sky
599,Kenai,US,60.5544,-151.2583,35.15,65,0,9.22,clear sky
600,Kutum,SD,14.2,24.6667,60.69,31,1,6.67,clear sky
601,Cabedelo,BR,-6.9811,-34.8339,77.67,81,15,10.58,few clouds
602,Belaya Gora,RU,68.5333,146.4167,-15.14,96,100,4.03,overcast clouds
603,Wenling,CN,28.3669,121.36,64.15,83,25,7.99,scattered clouds
604,Plettenberg Bay,ZA,-34.0527,23.3716,57.07,82,100,2.89,overcast clouds
605,Brainerd,US,46.358,-94.2008,22.78,92,100,11.56,overcast clouds
606,Palana,RU,59.1167,159.9667,19.99,89,99,17.49,light snow
607,Rio Gallegos,AR,-51.6226,-69.2181,64.45,24,20,12.66,few clouds
608,Nguruka,TZ,-5.1092,31.0419,65.23,95,100,2.19,overcast clouds
609,Myrtle Grove,US,30.421,-87.3075,50.9,61,75,4.61,broken clouds
610,Hualmay,PE,-11.0964,-77.6139,65.32,81,65,9.37,broken clouds
611,Manadhoo,MV,5.7667,73.3833,81.19,75,92,7.7,overcast clouds
612,Vanimo,PG,-2.6741,141.3028,83.03,74,100,3.49,overcast clouds
613,East Wenatchee Bench,US,47.4257,-120.2812,42.3,60,0,5.99,clear sky
614,Sorland,NO,67.667,12.6934,44.46,55,59,8.03,broken clouds
615,Yuryuzan,RU,54.8633,58.4219,11.82,93,86,3.78,overcast clouds
616,Coihueco,CL,-36.6167,-71.8333,70.54,56,0,11.5,clear sky
617,Springfield,US,37.2153,-93.2982,42.98,60,100,8.05,overcast clouds
618,East Massapequa,US,40.6734,-73.4365,42.98,52,20,11.5,few clouds
619,Syracuse,IT,37.0881,15.2792,62.19,73,2,15.12,clear sky
620,Zihuatanejo,MX,17.6333,-101.55,87.89,58,40,4.61,scattered clouds
621,Peniche,PT,39.3558,-9.3811,61.11,87,83,16.15,broken clouds
622,Saint-Augustin,CA,51.226,-58.6502,29.17,96,100,18.97,snow
623,Jinchang,CN,38.4953,102.1739,34.36,35,97,7.96,overcast clouds
624,Voi,KE,-3.3945,38.563,72.09,84,98,2.21,light rain
625,La Rioja,ES,42.25,-2.5,42.58,77,41,2.3,scattered clouds
626,Whitehorse,CA,60.7161,-135.0538,16.11,85,75,4.61,mist
627,Naryan-Mar,RU,67.6713,53.087,29.64,90,98,17.27,light snow
628,Orsk,RU,51.2049,58.5668,23.9,86,0,13.42,clear sky
629,Carauari,BR,-4.8828,-66.8958,72.81,99,100,2.28,overcast clouds
630,Kungsbacka,SE,57.4872,12.0761,38.75,78,60,10.0,broken clouds
631,Tagusao,PH,9.1924,117.8141,81.91,73,77,4.38,broken clouds
632,Kosmynino,RU,57.5818,40.7643,18.88,83,97,14.9,overcast clouds
633,Mineros,BO,-17.1167,-63.2333,84.11,33,6,4.32,clear sky
634,Fuerte Olimpo,PY,-21.0415,-57.8738,75.25,53,10,5.64,clear sky
635,Raudeberg,NO,61.9875,5.1352,47.07,42,0,7.07,clear sky
636,Nangomba,TZ,-10.9,38.5,72.36,83,82,4.47,light rain
637,Berlevag,NO,70.8578,29.0864,39.15,81,100,2.3,overcast clouds
638,Masterton,NZ,-40.9597,175.6575,69.42,71,74,4.9,broken clouds
639,Sao Felix Do Xingu,BR,-6.6447,-51.995,75.67,79,89,2.26,overcast clouds
640,Lodeynoye Pole,RU,60.726,33.5531,21.15,88,29,5.91,scattered clouds
641,Whitianga,NZ,-36.8333,175.7,65.52,80,88,10.25,overcast clouds
642,Mamallapuram,IN,12.6264,80.1722,73.45,77,100,11.86,overcast clouds
643,Maxixe,MZ,-23.8597,35.3472,72.97,75,11,6.22,few clouds
644,Fort Nelson,CA,58.8053,-122.7002,21.94,59,20,2.3,few clouds
645,Pljevlja,ME,43.3333,19.3333,43.14,92,5,4.99,clear sky
646,Xining,CN,36.6167,101.7667,31.64,92,94,1.88,overcast clouds
647,Piacabucu,BR,-10.4056,-36.4344,76.98,81,8,10.71,clear sky
648,Urumqi,CN,43.801,87.6005,22.15,93,20,4.47,few clouds
649,Vestmanna,FO,62.1564,-7.1664,45.52,81,75,27.63,broken clouds
650,Madang,PG,-5.2246,145.7966,79.9,88,100,1.12,overcast clouds
651,Kumburgaz,TR,41.0211,28.4772,62.51,74,71,22.19,broken clouds
652,Inhambane,MZ,-23.865,35.3833,73.98,73,9,7.16,clear sky
653,Atlantic City,US,39.3643,-74.4229,40.98,55,20,12.66,few clouds
654,Parksville,CA,49.3163,-124.3195,51.1,99,1,6.91,clear sky
655,Nabire,ID,-3.3667,135.4833,76.35,95,100,1.61,overcast clouds
656,Vaxjo,SE,56.8777,14.8091,35.65,93,75,6.91,broken clouds
657,Kalengwa,ZM,-13.4659,25.0027,62.6,90,10,2.73,clear sky
658,Podgorenskiy,RU,50.405,39.6429,29.59,98,100,10.33,light snow
659,Ulagan,RU,50.6321,87.9563,8.82,97,100,1.9,overcast clouds
660,Jalu,LY,29.0331,21.5482,65.08,29,0,12.37,clear sky
661,Garmsar,IR,35.2182,52.3409,54.66,67,65,7.65,broken clouds
662,Balangkayan,PH,11.4714,125.5106,79.93,87,99,10.67,moderate rain
663,Ous,RU,60.9058,61.5186,-4.83,89,9,4.61,clear sky
664,Parabel,RU,58.6978,81.4825,-15.02,99,32,4.97,scattered clouds
665,Dillon,US,34.4166,-79.3712,45.25,42,2,6.13,clear sky
666,Muroto,JP,33.2833,134.15,61.99,60,13,11.03,few clouds
667,Qobustan,AZ,40.0824,49.412,53.38,84,5,3.33,clear sky
668,Kapit,MY,2.0167,112.9333,74.23,99,100,1.41,heavy intensity rain
669,Spornoye,RU,50.8448,37.2913,24.93,96,100,11.68,light snow
670,Elista,RU,46.3078,44.2558,45.12,81,86,8.95,overcast clouds
671,Beyneu,KZ,45.3167,55.2,40.48,69,96,13.96,overcast clouds
672,Scarborough,GB,54.2797,-0.4044,50.16,95,100,4.0,moderate rain
673,Mykhaylivka,UA,47.2724,35.2224,41.07,87,100,15.03,overcast clouds
674,Cassilandia,BR,-19.1133,-51.7342,77.4,30,0,3.62,clear sky
675,Poykovskiy,RU,61.2333,73.3333,-3.71,70,0,13.42,clear sky
676,Los Angeles,US,34.0522,-118.2437,79.66,26,0,11.5,clear sky
677,Lalibela,ET,12.0333,39.0333,53.24,49,2,4.21,clear sky
678,Rosarito,MX,32.3333,-117.0333,74.41,37,100,4.79,overcast clouds
679,Laukaa,RU,58.7372,29.8453,24.42,88,87,7.07,overcast clouds
680,Lawrenceburg,US,38.0373,-84.8966,32.56,75,40,4.61,scattered clouds
681,Lodja,CD,-3.4833,23.4333,67.77,100,94,2.57,overcast clouds
682,Gallup,US,35.5281,-108.7426,48.96,23,0,4.61,clear sky
683,Dwarka,IN,22.2394,68.9678,77.76,58,0,8.32,clear sky
684,Beaverlodge,CA,55.2166,-119.4361,7.95,92,38,3.62,scattered clouds
685,Magadan,RU,59.5667,150.8,0.19,85,77,10.25,broken clouds
686,Behbahan,IR,30.5959,50.2417,63.93,83,100,4.72,overcast clouds
687,Batagay,RU,67.6333,134.6333,-27.9,91,84,3.31,broken clouds
688,Uruzgan,AF,32.8333,66.0,45.41,21,98,5.08,overcast clouds
689,Kodinar,IN,20.7903,70.7031,72.93,39,1,10.69,clear sky
690,Goderich,CA,43.7501,-81.7165,36.91,69,100,23.02,light rain
691,Visnes,NO,59.3556,5.2242,42.22,45,0,12.66,clear sky
692,Besancon,FR,47.2488,6.0182,48.2,92,95,11.72,overcast clouds
693,Dumbraveni,RO,46.2333,24.5667,44.31,86,90,3.83,overcast clouds
694,Emba,KZ,48.8264,58.1442,28.49,72,100,15.41,overcast clouds
695,Poli,TZ,-3.3333,36.8,57.72,90,84,3.69,broken clouds
696,Butembo,CD,0.15,29.2833,57.34,99,100,1.63,overcast clouds
697,Filadelfia,US,39.9523,-75.1638,40.01,57,40,11.5,scattered clouds
698,Bakel,SN,14.905,-12.4568,80.26,18,44,9.57,scattered clouds
699,Kosino,RU,58.4127,51.2782,14.43,85,7,8.23,clear sky
700,Kirakira,SB,-10.4544,161.9205,81.23,81,99,7.78,light rain
701,Oyama,JP,36.3,139.8,53.58,46,24,3.36,few clouds
702,Sterlibashevo,RU,53.4376,55.2578,25.47,96,100,16.13,light snow
703,Vila Do Maio,CV,15.1333,-23.2167,77.79,76,65,8.19,broken clouds
704,South Sioux City,US,42.4739,-96.4136,24.75,62,75,25.32,broken clouds
705,Port Hardy,CA,50.6996,-127.4199,50.18,53,0,13.8,clear sky
706,Kasamwa,TZ,-2.85,32.4333,66.06,92,100,1.88,light rain
707,Torbat-E Jam,IR,35.244,60.6225,55.58,35,100,3.62,overcast clouds
708,Port Hedland,AU,-20.3167,118.5667,75.25,46,0,16.11,clear sky
709,Wajima,JP,37.4,136.9,50.68,93,20,2.3,few clouds
710,Satun,TH,6.8333,100.0,77.0,94,98,2.33,overcast clouds
711,Cambuci,BR,-21.5753,-41.9111,66.47,87,44,0.69,scattered clouds
712,Suslovo,RU,56.2167,88.1167,12.47,91,100,3.42,overcast clouds
713,Hami,CN,42.8,93.45,34.5,69,78,7.58,broken clouds
714,Paignton,GB,50.4357,-3.5679,49.71,94,41,11.01,scattered clouds
715,Pangai,TO,-19.8,-174.35,80.71,69,40,4.61,scattered clouds
716,Sungairaya,ID,0.7,108.9,77.76,87,100,3.36,overcast clouds
717,Kriel,ZA,-26.2739,29.2253,65.77,40,15,4.12,few clouds
718,Dong Xoai,VN,11.5333,106.9167,74.97,94,100,2.73,overcast clouds
